ref_id,original_authors,original_year,original_title,pub_title,journal_abbrev,volume,doi_extracted,doi_final,lang,pub_title_en,source_type,author_count,is_complete,flags
REF-00269,NDIA,2024,NDIS Pricing Arrangements for Specialist Disability Accommodation,NDIS Pricing Arrangements for Specialist Disability Accommodation,,,,,en,,standard,1,1,
REF-00270,Husbanken,2024,Lån til å bygge livsløpsbolig,Lån til å bygge livsløpsbolig,,,,,no,,standard,1,1,NEEDS_TRANSLATION
REF-00271,Livable Housing Australia,2017,"Livable Housing Design Guidelines, 4th Edition","Livable Housing Design Guidelines, 4th Edition",,,,,en,,standard,1,1,
REF-00272,"Haag JT, Rutherford RC, Thomson TA",2000,Real Estate Agent Remarks: Help or Hype?,Real Estate Agent Remarks,,,,10.1080/10835547.2000.12091024,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00273,"Brunson S, Buttimer RJ, Swidler S",2019,An Adorable Housing Paper: Informational Content of Agent Remarks,An Adorable Housing Paper,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00274,Hanley Wood / Remodeling Magazine,annual,Cost vs Value Report (UD bathroom ROI ≈68–70%),Cost vs Value Report (UD bathroom ROI ≈68–70%),,,,,en,,standard,2,1,
REF-00275,Accenture / Disability:IN / AAPD,2018,Getting to Equal: The Disability Inclusion Advantage,Getting to Equal,,,,,en,,standard,3,1,
REF-00276,Accenture / Disability:IN / AAPD,2023,The Disability Inclusion Imperative,The Disability Inclusion Imperative,,,,,en,,standard,3,1,
REF-00277,"Eichhorn V, Li G, Miller G, Chen J",2014,Economic Impact and Travel Patterns of Accessible Tourism in Europe,Economic Impact and Travel Patterns of Accessible Tourism in Europe,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00278,"Buhalis D, Eichhorn V (eds.)",2015,Assessing the value and market attractiveness of the accessible tourism industry in Europe,Assessing the value and market attractiveness of the accessible tourism industry,,,,10.1108/jtf-03-2015-0012,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00279,German Federal Ministry of Economics and Labour,2004,Disabled tourist spending and willingness to pay study,Disabled tourist spending and willingness to pay study,,,,,en,,standard,1,1,
REF-00280,Scope UK,2020/2024,The Purple Pound — UK disabled-household spending power £274B/year,The Purple Pound — UK disabled-household spending power £274B/year,,,,,en,,standard,1,1,
REF-00281,Click-Away Pound consortium,2019,Click-Away Pound Survey — £11.75B annual loss from web inaccessibility,Click-Away Pound Survey — £11.75B annual loss from web inaccessibility,,,,,en,,standard,1,1,
REF-00282,UK Women and Equalities Committee,2024,Accessibility of products and services to disabled people,Accessibility of products and services to disabled people,,,,,en,,standard,1,1,
REF-00283,"Szanton SL, Li Q, Gitlin LN",2021,CAPABLE Program Improves Disability in Research and Implementation Settings,CAPABLE Program Improves Disability in Research and Implementation Settings,,,,10.1093/geroni/igab046.449,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00284,"Cudjoe T, Steinman L",2024,CAPABLE Adaptations: Meeting the Needs of Older Adults Across Diverse Contexts,CAPABLE Adaptations,,,,10.1093/geroni/igae098.0584,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00285,(review article),2024,Dementia Village Viability Within the Current U.S. Healthcare System,Dementia Village Viability Within the Current U.S. Healthcare System,,,,,en,,standard,1,1,
REF-00286,Stat News,2023,"Avandell NJ $12,000/month projection — first US dementia village","Avandell NJ $12,000/month projection — first US dementia village",,,,,en,,standard,1,1,
REF-00287,iGlobenews / van Hal E,2025,Living with Dementia in Dignity: The Dutch Hogeweyk Concept,Living with Dementia in Dignity,,,,,en,,standard,2,1,
REF-00288,Rick Hansen Foundation,2024,RHFAC — Rick Hansen Foundation Accessibility Certification,Rick Hansen Foundation Accessibility Certification,,,,,en,,standard,1,1,
REF-00289,KultureCity,2024,Sensory inclusion certification (program documentation),Sensory inclusion certification (program documentation),,,,,en,,standard,1,1,
REF-00290,Open Doors Org / Harris Interactive,2020,"Disabled US adult travel spending $17B+, 17M hotel visits, 9.4M flights","Disabled US adult travel spending $17B+, 17M hotel visits, 9.4M flights",,,,,en,,standard,2,1,
REF-00291,OECD,2016,Tourism Trends and Policies — disabled-traveler group multiplier 2.8–3.4,Tourism Trends and Policies — disabled-traveler group multiplier 2.8–3.4,,,,,en,,standard,1,1,
REF-00292,Behind The Hedges,2026,Notable Features of Modern Bathrooms — accessibility-as-luxury rebrand,Notable Features of Modern Bathrooms — accessibility-as-luxury rebrand,,,,,en,,standard,1,1,
REF-00293,Kukun,2026,Why Accessibility is the Highest-ROI Renovation for the 2026 Rental Market,Why Accessibility is the Highest-ROI Renovation for the 2026 Rental Market,,,,,en,,standard,1,1,
REF-00294,Port of Seattle / SEA airport,2024,SEA Sensory Room Case Study Guidance Document,SEA Sensory Room Case Study Guidance Document,,,,,en,,standard,2,1,
REF-00295,Harvard Joint Center for Housing Studies,n.d.,"""Five-feature"" inventory — only 1% of US housing has all five","""Five-feature"" inventory — only 1% of US housing has all five",,,,,en,,standard,1,1,
REF-00296,"Ielegems, B. & Vanrie, J.",2024,Accessible design cost premiums by building type. Archnet-IJAR 18(4):719–736,Accessible design cost premiums by building type,Archnet-IJAR,18,,,en,,journal_article,2,1,
REF-00297,TERRAGON / Deutscher Städte- und Gemeindebund (DStGB),April 2017,Barrierefreies Bauen im Kostenvergleich — Eine Analyse notwendiger Mehrausgaben gegenüber konvention,Barrierefreies Bauen im Kostenvergleich — Eine Analyse notwendiger Mehrausgaben ,,,,,de,,standard,2,1,NEEDS_TRANSLATION
REF-00298,"Deschermeier, P., Hartung, A., Vaché, M. & Weber, I. (IWU)",2020/pub.2022,"Evaluation des KfW-Förderprogramms „Altersgerecht Umbauen (Barrierereduzierung – Einbruchschutz)"". U",Evaluation des KfW-Förderprogramms „Altersgerecht Umbauen (Barrierereduzierung –,,,,,de,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00299,"Fuglerud, K. et al.",2015,Benefit-cost ratios for accessible design in Norway,Benefit-cost ratios for accessible design in Norway,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00300,Rick Hansen Foundation / HCMA Architecture,2024,RHFAC™ Retrofits and Upgrades Cost Study. URL: https://hcma.ca/assets/rick-hansen-foundation-accessi,RHFAC™ Retrofits and Upgrades Cost Study. URL,,,,,en,,standard,2,1,
REF-00301,"Van Buuren, R. & Mohammadi, N.",2022,Dutch facility floor plan evaluation. HERD,Dutch facility floor plan evaluation. HERD,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00302,"Tibble, M.",2005,Review of extra costs facing disabled people,Review of extra costs facing disabled people,,,,10.64628/aai.r5gnkesd3,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00303,"Mitra, S. & Jones, N.",2017,Extra costs of disability across 40 countries,Extra costs of disability across 40 countries,,,,10.64628/aai.u3tfqa4e4,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00304,ADA National Network,2025,Cost of accessible design — <1% new-build premium,Cost of accessible design — <1% new-build premium,,,,,en,,standard,1,1,
REF-00305,HUD / Woodstock Institute,2020,"Accessible housing costs — $12,200–$15,150/unit avg; $6,668 savings/participant","Accessible housing costs — $12,200–$15,150/unit avg; $6,668 savings/participant",,,,,en,,guideline,2,1,
REF-00306,TERRAGON / DStGB,2017,DIN 18040-2 cost analysis,DIN 18040-2 cost analysis,,,,,en,,standard,2,1,
REF-00307,"Ielegems, B. & Vanrie, J.",2024,Cost premiums by building type. Archnet-IJAR 18(4),Cost premiums by building type. Archnet-IJAR 18(4),,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00308,HUD / Woodstock Institute,2020,Accessible housing costs and savings,Accessible housing costs and savings,,,,,en,,guideline,2,1,
REF-00309,ADA National Network,2025,Cost of accessible design,Cost of accessible design,,,,,en,,standard,1,1,
REF-00310,(Lund University author TBC),2023,Lund University accessible design cost thesis,Lund University accessible design cost thesis,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00311,European Investment Bank (EIB),2020,Social and Affordable Housing Overview 2020. URL: https://www.eib.org/en/publications/social-and-aff,Social and Affordable Housing Overview 2020. URL:,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00312,"Deschermeier, P., Hartung, A., Vaché, M. & Weber, I. (IWU)",2020/pub.2022,"Evaluation des KfW-Förderprogramms „Altersgerecht Umbauen"" — €19,100 avg. URL: https://www.kfw.de/Üb","Evaluation des KfW-Förderprogramms „Altersgerecht Umbauen"" — €19,100 avg. URL:",,,,,de,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00313,UK Government (MHCLG),2026,"DFG allocation — £30,000 max; £723M confirmed 2026–27","DFG allocation — £30,000 max; £723M confirmed 2026–27",,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00314,NDIS,2025,Home modifications assessment — AUD$221/hr,Home modifications assessment — AUD$221/hr,,,,,en,,guideline,1,1,
REF-00315,NDIS,2024,"NDIS Home Modifications — variable, plan-based; OT report required","NDIS Home Modifications — variable, plan-based; OT report required",,,,,en,,standard,1,1,
REF-00316,US VA,2024,"SAH/SHA grants — SAH up to $109,986; SHA up to $22,036","SAH/SHA grants — SAH up to $109,986; SHA up to $22,036",,,,,en,,standard,1,1,
REF-00317,HUD,2024,"Section 504 — $10,000 grant + $27,500 loan; rural very-low income","Section 504 — $10,000 grant + $27,500 loan; rural very-low income",,,,,en,,standard,1,1,
REF-00318,KfW,2024,KfW 159 barrier-reduction loan — reduced rate; grant element varies,KfW 159 barrier-reduction loan — reduced rate; grant element varies,,,,,en,,standard,1,1,
REF-00319,IV (Invalidenversicherung),2024,Swiss federal/cantonal disability insurance home adaptation co-funding,Swiss federal/cantonal disability insurance home adaptation co-funding,,,,,en,,standard,1,1,
REF-00320,DOJ,2010,2010 ADA Standards for Accessible Design §611 — Washing Machines and Clothes Dryers,2010 ADA Standards for Accessible Design §611 — Washing Machines and Clothes Dry,,,,,en,,standard,1,1,
REF-00321,US Access Board,2021,Accessible Washers and Dryers,Accessible Washers and Dryers,,,,,en,,standard,1,1,
REF-00322,Boverket,n.d.,Boverkets byggreglar (BBR) — Tillgänglighet i gemensamma tvättstugor,Boverkets byggreglar (BBR) — Tillgänglighet i gemensamma tvättstugor,,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00323,DIN,2011,DIN 18040-2 Barrierefreies Bauen — Wohnungen,DIN 18040-2 Barrierefreies Bauen — Wohnungen,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00324,SD State Extension,2020,Accessible Laundry Room Design [GREY — exact publication unverified; URL required before publication,Accessible Laundry Room Design,,,,,en,,standard,1,1,
REF-00325,"Iglehart, F.",2020,Speech Perception in Classroom Acoustics by Children With Hearing Loss and Wearing Hearing Aids. AJA,Speech Perception in Classroom Acoustics by Children With Hearing Loss and Weari,AJA,29,10.1044/2019_AJA-19-0010,10.1044/2019_AJA-19-0010,en,,journal_article,1,1,
REF-00326,ASA,2010,ANSI/ASA S12.60-2010/Part 1 — Acoustical Performance Criteria for Schools,ANSI/ASA S12.60-2010/Part 1 — Acoustical Performance Criteria for Schools,,,,,en,,standard,1,1,
REF-00327,"Finitzo-Hieber, T. & Tillman, T.W.",1978,Room acoustics effects on monosyllabic word discrimination for normal and hearing-impaired children.,Room acoustics effects on monosyllabic word discrimination for normal and hearin,JSHD,43,,10.1044/jshr.2103.440,en,,journal_article,2,1,
REF-00328,IEC,2017,IEC 60118-4:2014+AMD1:2017 — Induction-loop systems performance requirements,IEC 60118-4:2014+AMD1:2017 — Induction-loop systems performance requirements,,,,,en,,standard,1,1,
REF-00329,DIN,2016,DIN 18041:2016 — Hörsamkeit in Räumen,DIN 18041:2016 — Hörsamkeit in Räumen,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00330,BSI,2018,BS 8300-2:2018 — Design of an accessible and inclusive built environment Pt 2,BS 8300-2:2018 — Design of an accessible and inclusive built environment Pt 2,,,,,en,,standard,1,1,
REF-00331,Badajoz-Davila et al.,2020,Effect of noise and reverberation on speech intelligibility for CI recipients. JASA 147(5):3538. DOI,Effect of noise and reverberation on speech intelligibility for CI recipients,JASA,147,10.1121/10.0001259,10.1121/10.0001259,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00332,(author TBC),2019,Impact of room acoustic parameters on speech/music perception among CI participants. Hearing Researc,Impact of room acoustic parameters on speech/music perception among CI participa,,,10.1016/j.heares.2018.12.006,10.1016/j.heares.2018.12.006,en,,,,0,SOURCE_TYPE_UNKNOWN
REF-00333,HLAA,2025,Auracast Broadcast Audio,Auracast Broadcast Audio,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00334,IEC,2017,IEC TR 63079:2017 — Code of practice for hearing-loop systems,IEC TR 63079:2017 — Code of practice for hearing-loop systems,,,,,en,,standard,1,1,
REF-00335,ASA,2010,ANSI S12.60:2010 — Acoustical Performance Criteria for Schools,ANSI S12.60:2010 — Acoustical Performance Criteria for Schools,,,,,en,,standard,1,1,
REF-00336,Ampetronic / Listen Technologies,2023,AURI Auracast system,AURI Auracast system,,,,,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00337,Center for Hearing Access,2025,Auracast Streamed Assistive Listening System,Auracast Streamed Assistive Listening System,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00338,"Bauman, H-D.",2010,"DeafSpace Design Guidelines (working draft, 85pp). Gallaudet University","DeafSpace Design Guidelines (working draft, 85pp). Gallaudet University",,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00339,Gallaudet University,2010,DeafSpace Design Guidelines Volume 1. Gallaudet University Press,DeafSpace Design Guidelines Volume 1,,,,,da,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00340,"Edwards, C. & Harold, G.",2014,DeafSpace and the principles of universal design. Disability and Rehabilitation 36(16):1350–1359. DO,DeafSpace and the principles of universal design,Disability and Rehabilitation,36,10.3109/09638288.2014.913710,10.3109/09638288.2014.913710,en,,journal_article,2,1,
REF-00341,"Cloete, M. & Rout, M.",2025,'DeafSpace' in the built school environment: scoping review. Acta Structilia 32(2):238–263,'DeafSpace' in the built school environment,Acta Structilia,32,,10.38140/as.v32i2.9146,en,,journal_article,2,1,
REF-00342,"Vaughn, A.",2018,DeafScape: Applying DeafSpace to Landscape. GroundUp Journal,DeafScape,,,,,en,,,1,1,SHORT_TITLE|SOURCE_TYPE_UNKNOWN
REF-00343,"Bauman, H-D. & Murray, J.",2014,Deaf Gain: Raising the Stakes for Human Diversity. U of Minnesota Press,Deaf Gain,,,,,so,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00344,RIT InfoGuides,n.d.,DeafSpace: Principles and Elements,DeafSpace,,,,,ro,,,1,1,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00345,"Kusters, A.",2015,Deaf Space in Adamorobe. Gallaudet University Press,Deaf Space in Adamorobe,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00346,Stockholm Stad,n.d.,Stockholm — en stad för alla [belysning for teckenspråk excerpt],Stockholm — en stad för alla [belysning for teckenspråk excerpt],,,,,sv,,standard,1,1,NEEDS_TRANSLATION
REF-00347,ENS / Camera dei Deputati,2021,Riconoscimento della lingua dei segni italiana,Riconoscimento della lingua dei segni italiana,,,,,it,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00348,IEC,2017,IEC 60118-4:2014+AMD1:2017 — Hearing aids Pt 4: Induction-loop systems performance requirements,IEC 60118-4:2014+AMD1:2017 — Hearing aids Pt 4,,,,,en,,standard,1,1,
REF-00349,Direktoratet for byggkvalitet,2017,TEK17 §13-10 — hearing loop or wireless speech transmission mandatory,TEK17 §13-10 — hearing loop or wireless speech transmission mandatory,,,,,en,,standard,1,1,
REF-00350,Ministère du Logement / CEREMA,2021,Arrêté 20 avril 2017 + CEREMA — BIM mandatory in all ERP cat. 1–4 and ≥50 seats,Arrêté 20 avril 2017 + CEREMA — BIM mandatory in all ERP cat. 1–4 and ≥50 seats,,,,,fr,,standard,2,1,NEEDS_TRANSLATION
REF-00351,DIN,2016,DIN 18040-1 §5.2.2 — Induktionsschleife; Zwei-Sinne-Prinzip,DIN 18040-1 §5.2.2 — Induktionsschleife; Zwei-Sinne-Prinzip,,,,,de,,standard,1,1,NEEDS_TRANSLATION
REF-00352,HLAA,2025,Auracast Broadcast Audio — position statement; ADA compliance unconfirmed,Auracast Broadcast Audio — position statement; ADA compliance unconfirmed,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00353,RNID,2024,Loops and Auracast must coexist; co-deployment confirmed,Loops and Auracast must coexist; co-deployment confirmed,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00354,IAHA,2025,Auracast assistive listening technical assessment,Auracast assistive listening technical assessment,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00355,全難聴 (Zennancho),2014,Japan hearing loop mark governance; voluntary only,Japan hearing loop mark governance; voluntary only,,,,,ja,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00356,Stark S et al.,2017,[Unverified title — Stark S et al. 2017],,,,,10.5014/ajot.2017.018887,no,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00357,Foundations / AKW,2023,[Unverified title — Foundations / AKW 2023],,,,,,en,,standard,2,1,SHORT_TITLE
REF-00358,BSI,2018,BS 8300-2:2018 Design of an accessible and inclusive built environment — Buildings,BS 8300-2:2018 Design of an accessible and inclusive built environment — Buildin,,,,,en,,standard,1,1,
REF-00359,MOHURD,2012,GB 50763-2012 §3.12.4 无障碍设计规范 (Code for Accessibility Design — kitchen provisions),GB 50763-2012 §3.12.4 无障碍设计规范 (Code for Accessibility Design — kitchen provision,,,,,ja,Code for Accessibility Design §3.12.4 — accessible design regulations,standard,1,1,
REF-00360,Inter-Fédération,n.d.,Guide d'accessibilité — prescriptions techniques (kitchen provisions),Guide d'accessibilité — prescriptions techniques (kitchen provisions),,,,,fr,,standard,1,1,NEEDS_TRANSLATION
REF-00361,ISO,2021,ISO 21542:2021 Building construction — Accessibility and usability of the built environment,ISO 21542:2021 Building construction — Accessibility and usability of the built ,,,,,en,,standard,1,1,
REF-00362,"Wellecke, C. et al.",2022,Accessible design features and home modifications: mixed-methods survey of OTs. Disabil Health J 15(,Accessible design features and home modifications,Disabil Health J,15,10.1016/j.dhjo.2022.101281,10.1016/j.dhjo.2022.101281,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00363,"Gitlin, L.N. et al.",2006,"[Unverified title — Gitlin, L.N. et al. 2006]",,,,,10.1111/j.1532-5415.2006.00703.x,fr,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00364,Italian Government,1989,DM 236/89 — Prescrizioni tecniche per l'accessibilità,DM 236/89 — Prescrizioni tecniche per l'accessibilità,,,,,it,,standard,1,1,NEEDS_TRANSLATION
REF-00365,Governo de Portugal,2006,Decreto-Lei 163/2006 — Regime da acessibilidade,Decreto-Lei 163/2006 — Regime da acessibilidade,,,,,pt,,standard,1,1,NEEDS_TRANSLATION
REF-00366,Korean Government,1997,"장애인·노인·임산부 등의 편의증진 보장에 관한 법률 (Act on Convenience Promotion for Persons with Disabilities, the Aged, ",장애인·노인·임산부 등의 편의증진 보장에 관한 법률 (Act on Convenience Promotion for Persons with Disa,,,,,ko,"Act on Convenience Promotion for Persons with Disabilities, the Elderly, Pregnant Women, etc.",standard,1,1,
REF-00367,Levine D et al.,2025,Bathroom Safety for Older Adults: Scoping Review of Evidence for Home Modification,Bathroom Safety for Older Adults,,,,10.2196/69442,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00368,Greene D et al.,2024,[Unverified title — Greene D et al. 2024],,,,,10.1177/00084174231186066,nl,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00369,Lee J et al.,2019,[Unverified title — Lee J et al. 2019],,,,,,fr,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00370,Guitard P et al.,2011,[Unverified title — Guitard P et al. 2011],,,,,,ca,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00371,Guay M et al.,2020,[Unverified title — Guay M et al. 2020],,,,,10.2196/16175,fr,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00372,Sekiguchi Y et al.,2017,[Unverified title — Sekiguchi Y et al. 2017],,,,,,de,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION|ET_AL_INCOMPLETE
REF-00373,Keall M et al.,2015,Home modifications to reduce injuries from falls in the Home Injury Prevention Intervention (HIPI) s,Home modifications to reduce injuries from falls in the Home Injury Prevention I,,,,10.1016/S0140-6736(14)61390-3,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00374,Golding-Day S et al.,2018,BATH-OUT: Bathing Out of Tubs study,BATH-OUT,,,,10.1111/hsc.12824,en,,,1,0,SHORT_TITLE|SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00375,MOHURD,2012,GB 50763-2012 无障碍设计规范 (Code for Accessibility Design),GB 50763-2012 无障碍设计规范 (Code for Accessibility Design),,,,,ja,Code for accessibility design — GB 50763-2012,standard,1,1,
REF-00376,IWA,n.d.,IWA Accessibility Guidelines,IWA Accessibility Guidelines,,,,,en,,standard,1,1,
REF-00377,CEUD / NDA,n.d.,Universal Design Guidelines for Homes,Universal Design Guidelines for Homes,,,,,da,,standard,2,1,NEEDS_TRANSLATION
REF-00378,RCOT,2019,Housing Adaptations Without Delay: A good practice guide to delivering timely home adaptations,Housing Adaptations Without Delay,,,,10.31077/ageing.better.2018.10b,en,,guideline,1,1,
REF-00379,AOTA,2023,"Home Modification Practice Guidelines [GREY — 2023 edition unverified; confirmed edition is Siebert,",Home Modification Practice Guidelines,,,,10.4324/9781003525264-4,en,,grey,1,1,
REF-00380,UNSW HMC,2023,Home Modification Guidelines for Occupational Therapists,Home Modification Guidelines for Occupational Therapists,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00381,Dementia Australia,2022,Built Environment Guidelines,Built Environment Guidelines,,,,,ca,,,1,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00382,AOTA,2023,[Unverified title — AOTA 2023],,,,,,tl,,guideline,1,1,SHORT_TITLE|NEEDS_TRANSLATION
REF-00383,"Templer, J.",1992,"The Staircase: Studies of Hazards, Falls, and Safer Design. MIT Press",The Staircase,,,,,en,,standard,1,1,
REF-00384,"Simoneau, G. et al.",1991,Whole-body kinematics during stair ascent and descent. Hum Mov Sci,Whole-body kinematics during stair ascent and descent. Hum Mov Sci,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00385,"Waters, R. et al.",1985,Energy-speed relationship of walking. J Orthop Res 3(1):61,Energy-speed relationship of walking,J Orthop Res,3,,,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00386,"Kim, W. et al.",2014,Effect of slope on wheelchair users. J Mech Sci Technol,Effect of slope on wheelchair users. J Mech Sci Technol,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00387,"Pavol, M. et al.",2001,Influence of lower extremity on likelihood of falls in older persons. J Gerontol 56(8):M438,Influence of lower extremity on likelihood of falls in older persons. J Gerontol,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00388,"Koontz, A. et al.",2012,Shoulder moment contributions to wheelchair propulsion. Clin Biomech,Shoulder moment contributions to wheelchair propulsion. Clin Biomech,,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00389,"Rodosky, M. et al.",1989,Influence of chair height on lower limb mechanics during rising. J Orthop Res 7(2):266,Influence of chair height on lower limb mechanics during rising,J Orthop Res,7,,10.1002/jor.1100070215,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00390,"Lord, S. et al.",1993,"Sit-to-stand performance depends on sensation, speed, balance, and psychological status in addition ","Sit-to-stand performance depends on sensation, speed, balance, and psychological",,,,,en,,,1,0,SOURCE_TYPE_UNKNOWN|ET_AL_INCOMPLETE
REF-00391,KITE Research Institute,2025,Grab bar peak force during bathtub exit fall recovery — 1.3 kN,Grab bar peak force during bathtub exit fall recovery — 1.3 kN,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00392,"Owsley, C. et al.",2001,"Contrast sensitivity, acuity, and visual impairment in older adults. J Am Geriatr Soc 49(5):568","Contrast sensitivity, acuity, and visual impairment in older adults",J Am Geriatr Soc,49,,,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00393,"Manandhar, A. et al.",2022,LRV contrast standards: lack of published evidence basis. [GREY — full citation unverified; DOI requ,LRV contrast standards,,,,,en,,grey,1,0,ET_AL_INCOMPLETE
REF-00394,[Authors TBC],2024,Stair-Fall Risk Parameters in a Controlled Gait Laboratory Environment and Real (Domestic) Houses. P,Stair-Fall Risk Parameters in a Controlled Gait Laboratory Environment and Real ,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00395,[Authors TBC],2025,Interstep Variations of Stairways and Associations of High-Contrast Striping and Fall-Related Events,Interstep Variations of Stairways and Associations of High-Contrast Striping and,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00396,[Authors TBC],2024,Older adults' experiences of home stair falls: perception vs actuality. PMC12200730,Older adults' experiences of home stair falls,,,,,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00397,"Garcia-Mendez, Y. et al.",2013,Health risks of vibration exposure to wheelchair users. J Spinal Cord Med 36(4):365–375,Health risks of vibration exposure to wheelchair users,J Spinal Cord Med,36,,10.1179/2045772313y.0000000124,en,,journal_article,1,0,ET_AL_INCOMPLETE
REF-00398,"Larivière, O., Chadefaux, D., Sauret, C. & Thoreux, P.",2021,Vibration Transmission during Manual Wheelchair Propulsion: A Systematic Review. *Vibration* 4:444-4,Vibration Transmission during Manual Wheelchair Propulsion,,,10.3390/vibration4020029,10.3390/vibration4020029,fr,,,2,1,SOURCE_TYPE_UNKNOWN|NEEDS_TRANSLATION
REF-00399,"Misch, J. & Sprigle, S.",2022,Estimating whole-body vibration limits of manual wheelchair mobility over common surfaces. *J Rehabi,Estimating whole-body vibration limits of manual wheelchair mobility over common,,,10.1177/20556683221092322,10.1177/20556683221092322,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00400,"Chénier, F. & Aissaoui, R.",2014,Effect of wheelchair frame on vibration transmission. Med Eng Phys 36(7):872–879,Effect of wheelchair frame on vibration transmission,Med Eng Phys,36,,10.1155/2014/609369,en,,journal_article,2,1,
REF-00401,ISO,2004,ISO 2631-1:1997/2004 — Mechanical Vibration and Shock — WBV evaluation,ISO 2631-1:1997/2004 — Mechanical Vibration and Shock — WBV evaluation,,,,,en,,standard,1,1,
REF-00402,ISO,2007,ISO 10137:2007 — Serviceability of Buildings (vibration criteria),ISO 10137:2007 — Serviceability of Buildings (vibration criteria),,,,,en,,standard,1,1,
